"id,state,county,rate"
"01101,Alabama,Montgomery County,28"
"06085,California,Santa Clara County,16"
"25025,Massachusetts,Suffolk County,15"
"11001,District of Columbia,District of Columbia,15"
"06001,California,Alameda County,14"
"09007,Connecticut,Middlesex County,14"
"20003,Kansas,Anderson County,13"
"06037,California,Los Angeles County,11"
"01063,Alabama,Greene County,10"
"17043,Illinois,DuPage County,10"
"35001,New Mexico,Bernalillo County,9"
"35043,New Mexico,Sandoval County,9"
"13145,Georgia,Harris County,7"
"48157,Texas,Fort Bend County,7"
"24033,Maryland,Prince George's County,6"
"13075,Georgia,Cook County,6"
"05139,Arkansas,Union County,6"
"04013,Arizona,Maricopa County,6"
"18035,Indiana,Delaware County,5"
"27053,Minnesota,Hennepin County,5"
"01073,Alabama,Jefferson County,5"
"05007,Arkansas,Benton County,5"
"06073,California,San Diego County,5"
"06059,California,Orange County,5"
"17095,Illinois,Knox County,5"
"42003,Pennsylvania,Allegheny County,4"
"12047,Florida,Hamilton County,4"
"06083,California,Santa Barbara County,4"
"24003,Maryland,Anne Arundel County,4"
"36061,New York,New York County,4"
"27003,Minnesota,Anoka County,4"
"27019,Minnesota,Carver County,4"
"39025,Ohio,Clermont County,4"
"37183,North Carolina,Wake County,4"
"05061,Arkansas,Howard County,4"
"08013,Colorado,Boulder County,4"
"42017,Pennsylvania,Bucks County,3"
"36109,New York,Tompkins County,3"
"36001,New York,Albany County,3"
"51059,Virginia,Fairfax County,3"
"42101,Pennsylvania,Philadelphia County,3"
"06081,California,San Mateo County,3"
"10003,Delaware,New Castle County,3"
"12001,Florida,Alachua County,3"
"24005,Maryland,Baltimore County,3"
"39035,Ohio,Cuyahoga County,3"
"51107,Virginia,Loudoun County,3"
"26161,Michigan,Washtenaw County,3"
"24510,Maryland,Baltimore city,3"
"48269,Texas,King County,3"
"17131,Illinois,Mercer County,3"
"55025,Wisconsin,Dane County,3"
"17019,Illinois,Champaign County,3"
"13067,Georgia,Cobb County,3"
"01049,Alabama,DeKalb County,3"
"01059,Alabama,Franklin County,3"
"05049,Arkansas,Fulton County,3"
"48209,Texas,Hays County,3"
