id,state,county,rate
01001,Alabama,Autauga County,1
01003,Alabama,Baldwin County,1
01005,Alabama,Barbour County,1
01007,Alabama,Bibb County,1
01009,Alabama,Blount County,1
01011,Alabama,Bullock County,1
01013,Alabama,Butler County,0.166666666666667
01015,Alabama,Calhoun County,1
01017,Alabama,Chambers County,1
01019,Alabama,Cherokee County,1
01021,Alabama,Chilton County,1
01023,Alabama,Choctaw County,1
01025,Alabama,Clarke County,1
01027,Alabama,Clay County,0.583333333333333
01029,Alabama,Cleburne County,1
01031,Alabama,Coffee County,1
01033,Alabama,Colbert County,1
01035,Alabama,Conecuh County,1
01037,Alabama,Coosa County,1
01039,Alabama,Covington County,1
01041,Alabama,Crenshaw County,1
01043,Alabama,Cullman County,1
01045,Alabama,Dale County,1
01047,Alabama,Dallas County,1.75
01049,Alabama,DeKalb County,2.16666666666667
01051,Alabama,Elmore County,1
01053,Alabama,Escambia County,1
01055,Alabama,Etowah County,1
01057,Alabama,Fayette County,1
01059,Alabama,Franklin County,2.16666666666667
01061,Alabama,Geneva County,1
01063,Alabama,Greene County,9.91666666666667
01065,Alabama,Hale County,1
01067,Alabama,Henry County,1
01069,Alabama,Houston County,1
01071,Alabama,Jackson County,0.583333333333333
01073,Alabama,Jefferson County,4.66666666666667
01075,Alabama,Lamar County,1
01077,Alabama,Lauderdale County,1
01079,Alabama,Lawrence County,1
01081,Alabama,Lee County,0.25
01083,Alabama,Limestone County,1
01085,Alabama,Lowndes County,1
01087,Alabama,Macon County,1
01089,Alabama,Madison County,0.833333333333333
01091,Alabama,Marengo County,1
01093,Alabama,Marion County,1
01095,Alabama,Marshall County,1
01097,Alabama,Mobile County,1
01099,Alabama,Monroe County,1.66666666666667
01101,Alabama,Montgomery County,27.1666666666667
01103,Alabama,Morgan County,1
01105,Alabama,Perry County,1
01107,Alabama,Pickens County,0.75
01109,Alabama,Pike County,1
01111,Alabama,Randolph County,1
01113,Alabama,Russell County,1
01115,Alabama,St. Clair County,0.0833333333333333
01117,Alabama,Shelby County,0.5
01119,Alabama,Sumter County,1
01121,Alabama,Talladega County,1
01123,Alabama,Tallapoosa County,1
01125,Alabama,Tuscaloosa County,0.75
01127,Alabama,Walker County,1
01129,Alabama,Washington County,1.83333333333333
01131,Alabama,Wilcox County,1
01133,Alabama,Winston County,1
02013,Alaska,Aleutians East Borough,1
02016,Alaska,Aleutians West Census Area,1
02020,Alaska,Anchorage Municipality,1
02050,Alaska,Bethel Census Area,1
02060,Alaska,Bristol Bay Borough,1
02068,Alaska,Denali Borough,1
02070,Alaska,Dillingham Census Area,1
02090,Alaska,Fairbanks North Star Borough,1
02100,Alaska,Haines Borough,1
02105,Alaska,Hoonah-Angoon Census Area,1
02110,Alaska,Juneau City and Borough,1
02122,Alaska,Kenai Peninsula Borough,1
02130,Alaska,Ketchikan Gateway Borough,1
02150,Alaska,Kodiak Island Borough,1
02158,Alaska,Kusilvak Census Area,1
02164,Alaska,Lake and Peninsula Borough,1
02170,Alaska,Matanuska-Susitna Borough,1
02180,Alaska,Nome Census Area,1
02185,Alaska,North Slope Borough,1
02188,Alaska,Northwest Arctic Borough,1
02195,Alaska,Petersburg Census Area,1
02198,Alaska,Prince of Wales-Hyder Census Area,1
02220,Alaska,Sitka City and Borough,1
02230,Alaska,Skagway Municipality,1
02240,Alaska,Southeast Fairbanks Census Area,1
02261,Alaska,Valdez-Cordova Census Area,1
02275,Alaska,Wrangell City and Borough,1
02282,Alaska,Yakutat City and Borough,1
02290,Alaska,Yukon-Koyukuk Census Area,1
04001,Arizona,Apache County,1
04003,Arizona,Cochise County,1
04005,Arizona,Coconino County,0.5
04007,Arizona,Gila County,1
04009,Arizona,Graham County,1
04011,Arizona,Greenlee County,1
04012,Arizona,La Paz County,1
04013,Arizona,Maricopa County,5.16666666666667
04015,Arizona,Mohave County,1
04017,Arizona,Navajo County,1
04019,Arizona,Pima County,1.58333333333333
04021,Arizona,Pinal County,1
04023,Arizona,Santa Cruz County,1
04025,Arizona,Yavapai County,0.166666666666667
04027,Arizona,Yuma County,1
05001,Arkansas,Arkansas County,1
05003,Arkansas,Ashley County,1
05005,Arkansas,Baxter County,1
05007,Arkansas,Benton County,4.58333333333333
05009,Arkansas,Boone County,1.08333333333333
05011,Arkansas,Bradley County,1
05013,Arkansas,Calhoun County,1
05015,Arkansas,Carroll County,1
05017,Arkansas,Chicot County,1
05019,Arkansas,Clark County,0.333333333333333
05021,Arkansas,Clay County,1
05023,Arkansas,Cleburne County,1
05025,Arkansas,Cleveland County,0.333333333333333
05027,Arkansas,Columbia County,1
05029,Arkansas,Conway County,1
05031,Arkansas,Craighead County,1
05033,Arkansas,Crawford County,1
05035,Arkansas,Crittenden County,1
05037,Arkansas,Cross County,1
05039,Arkansas,Dallas County,1
05041,Arkansas,Desha County,1
05043,Arkansas,Drew County,1
05045,Arkansas,Faulkner County,1
05047,Arkansas,Franklin County,1
05049,Arkansas,Fulton County,2.16666666666667
05051,Arkansas,Garland County,1
05053,Arkansas,Grant County,1
05055,Arkansas,Greene County,1
05057,Arkansas,Hempstead County,1
05059,Arkansas,Hot Spring County,1
05061,Arkansas,Howard County,3.33333333333333
05063,Arkansas,Independence County,1
05065,Arkansas,Izard County,1
05067,Arkansas,Jackson County,1
05069,Arkansas,Jefferson County,1
05071,Arkansas,Johnson County,0.333333333333333
05073,Arkansas,Lafayette County,1
05075,Arkansas,Lawrence County,1
05077,Arkansas,Lee County,1
05079,Arkansas,Lincoln County,1
05081,Arkansas,Little River County,1
05083,Arkansas,Logan County,1
05085,Arkansas,Lonoke County,1
05087,Arkansas,Madison County,1
05089,Arkansas,Marion County,1
05091,Arkansas,Miller County,1
05093,Arkansas,Mississippi County,1
05095,Arkansas,Monroe County,1
05097,Arkansas,Montgomery County,1
05099,Arkansas,Nevada County,1
05101,Arkansas,Newton County,1
05103,Arkansas,Ouachita County,1
05105,Arkansas,Perry County,1
05107,Arkansas,Phillips County,1
05109,Arkansas,Pike County,1
05111,Arkansas,Poinsett County,1
05113,Arkansas,Polk County,1
05115,Arkansas,Pope County,1
05117,Arkansas,Prairie County,1
05119,Arkansas,Pulaski County,0.166666666666667
05121,Arkansas,Randolph County,1
05123,Arkansas,St. Francis County,1
05125,Arkansas,Saline County,1
05127,Arkansas,Scott County,1
05129,Arkansas,Searcy County,1
05131,Arkansas,Sebastian County,1
05133,Arkansas,Sevier County,1
05135,Arkansas,Sharp County,1
05137,Arkansas,Stone County,1
05139,Arkansas,Union County,5.58333333333333
05141,Arkansas,Van Buren County,1
05143,Arkansas,Washington County,1
05145,Arkansas,White County,1
05147,Arkansas,Woodruff County,1
05149,Arkansas,Yell County,1
06001,California,Alameda County,13.8333333333333
06003,California,Alpine County,1
06005,California,Amador County,1
06007,California,Butte County,1
06009,California,Calaveras County,1
06011,California,Colusa County,1
06013,California,Contra Costa County,0.666666666666667
06015,California,Del Norte County,1
06017,California,El Dorado County,1
06019,California,Fresno County,1
06021,California,Glenn County,1
06023,California,Humboldt County,1
06025,California,Imperial County,1
06027,California,Inyo County,1
06029,California,Kern County,0.25
06031,California,Kings County,1
06033,California,Lake County,1
06035,California,Lassen County,1
06037,California,Los Angeles County,10.1666666666667
06039,California,Madera County,1
06041,California,Marin County,1
06043,California,Mariposa County,1
06045,California,Mendocino County,1
06047,California,Merced County,0.166666666666667
06049,California,Modoc County,1
06051,California,Mono County,1
06053,California,Monterey County,0.0833333333333333
06055,California,Napa County,1
06057,California,Nevada County,1
06059,California,Orange County,4.33333333333333
06061,California,Placer County,0.0833333333333333
06063,California,Plumas County,1
06065,California,Riverside County,0.75
06067,California,Sacramento County,0.333333333333333
06069,California,San Benito County,1
06071,California,San Bernardino County,0.0833333333333333
06073,California,San Diego County,4.41666666666667
06075,California,San Francisco County,1
06077,California,San Joaquin County,1
06079,California,San Luis Obispo County,0.0833333333333333
06081,California,San Mateo County,2.83333333333333
06083,California,Santa Barbara County,3.75
06085,California,Santa Clara County,15.6666666666667
06087,California,Santa Cruz County,1
06089,California,Shasta County,1
06091,California,Sierra County,1
06093,California,Siskiyou County,1
06095,California,Solano County,0.0833333333333333
06097,California,Sonoma County,0.0833333333333333
06099,California,Stanislaus County,1
06101,California,Sutter County,1
06103,California,Tehama County,1
06105,California,Trinity County,1
06107,California,Tulare County,1
06109,California,Tuolumne County,1
06111,California,Ventura County,0.416666666666667
06113,California,Yolo County,1.83333333333333
06115,California,Yuba County,1
08001,Colorado,Adams County,1.16666666666667
08003,Colorado,Alamosa County,1
08005,Colorado,Arapahoe County,1.25
08007,Colorado,Archuleta County,1
08009,Colorado,Baca County,1
08011,Colorado,Bent County,1
08013,Colorado,Boulder County,3.16666666666667
08014,Colorado,Broomfield County,1
08015,Colorado,Chaffee County,1
08017,Colorado,Cheyenne County,1
08019,Colorado,Clear Creek County,1
08021,Colorado,Conejos County,1
08023,Colorado,Costilla County,1
08025,Colorado,Crowley County,1
08027,Colorado,Custer County,1
08029,Colorado,Delta County,1
08031,Colorado,Denver County,1
08033,Colorado,Dolores County,1
08035,Colorado,Douglas County,0.833333333333333
08037,Colorado,Eagle County,1
08039,Colorado,Elbert County,1
08041,Colorado,El Paso County,0.666666666666667
08043,Colorado,Fremont County,1
08045,Colorado,Garfield County,1
08047,Colorado,Gilpin County,1
08049,Colorado,Grand County,1
08051,Colorado,Gunnison County,1
08053,Colorado,Hinsdale County,1
08055,Colorado,Huerfano County,1
08057,Colorado,Jackson County,1
08059,Colorado,Jefferson County,1
08061,Colorado,Kiowa County,1
08063,Colorado,Kit Carson County,1
08065,Colorado,Lake County,1
08067,Colorado,La Plata County,1
08069,Colorado,Larimer County,1
08071,Colorado,Las Animas County,1
08073,Colorado,Lincoln County,1
08075,Colorado,Logan County,1
08077,Colorado,Mesa County,1
08079,Colorado,Mineral County,1
08081,Colorado,Moffat County,1
08083,Colorado,Montezuma County,1
08085,Colorado,Montrose County,1
08087,Colorado,Morgan County,1
08089,Colorado,Otero County,1
08091,Colorado,Ouray County,1
08093,Colorado,Park County,1
08095,Colorado,Phillips County,1
08097,Colorado,Pitkin County,1
08099,Colorado,Prowers County,1
08101,Colorado,Pueblo County,1
08103,Colorado,Rio Blanco County,1
08105,Colorado,Rio Grande County,1
08107,Colorado,Routt County,1
08109,Colorado,Saguache County,1
08111,Colorado,San Juan County,1
08113,Colorado,San Miguel County,1
08115,Colorado,Sedgwick County,0.166666666666667
08117,Colorado,Summit County,1.58333333333333
08119,Colorado,Teller County,1
08121,Colorado,Washington County,1
08123,Colorado,Weld County,0.333333333333333
08125,Colorado,Yuma County,1
09001,Connecticut,Fairfield County,0.416666666666667
09003,Connecticut,Hartford County,0.166666666666667
09005,Connecticut,Litchfield County,1
09007,Connecticut,Middlesex County,13.5833333333333
09009,Connecticut,New Haven County,1
09011,Connecticut,New London County,0.166666666666667
09013,Connecticut,Tolland County,0.75
09015,Connecticut,Windham County,1
10001,Delaware,Kent County,1
10003,Delaware,New Castle County,2.66666666666667
10005,Delaware,Sussex County,1
11001,District of Columbia,District of Columbia,14.5
12001,Florida,Alachua County,2.5
12003,Florida,Baker County,1
12005,Florida,Bay County,0.416666666666667
12007,Florida,Bradford County,1
12009,Florida,Brevard County,1.58333333333333
12011,Florida,Broward County,1
12013,Florida,Calhoun County,1
12015,Florida,Charlotte County,1
12017,Florida,Citrus County,1
12019,Florida,Clay County,1
12021,Florida,Collier County,1
12023,Florida,Columbia County,1
12027,Florida,DeSoto County,1
12029,Florida,Dixie County,1
12031,Florida,Duval County,1
12033,Florida,Escambia County,1
12035,Florida,Flagler County,1
12037,Florida,Franklin County,1
12039,Florida,Gadsden County,1
12041,Florida,Gilchrist County,1
12043,Florida,Glades County,1
12045,Florida,Gulf County,1
12047,Florida,Hamilton County,3.75
12049,Florida,Hardee County,1
12051,Florida,Hendry County,1
12053,Florida,Hernando County,1
12055,Florida,Highlands County,1
12057,Florida,Hillsborough County,0.833333333333333
12059,Florida,Holmes County,1
12061,Florida,Indian River County,1
12063,Florida,Jackson County,1
12065,Florida,Jefferson County,1
12067,Florida,Lafayette County,1
12069,Florida,Lake County,1
12071,Florida,Lee County,1
12073,Florida,Leon County,1.83333333333333
12075,Florida,Levy County,1
12077,Florida,Liberty County,1
12079,Florida,Madison County,1
12081,Florida,Manatee County,1
12083,Florida,Marion County,1
12085,Florida,Martin County,1
12086,Florida,Miami-Dade County,0.75
12087,Florida,Monroe County,1
12089,Florida,Nassau County,0.166666666666667
12091,Florida,Okaloosa County,0.0833333333333333
12093,Florida,Okeechobee County,1
12095,Florida,Orange County,1
12097,Florida,Osceola County,1
12099,Florida,Palm Beach County,0.0833333333333333
12101,Florida,Pasco County,1
12103,Florida,Pinellas County,0.166666666666667
12105,Florida,Polk County,1
12107,Florida,Putnam County,1
12109,Florida,St. Johns County,1
12111,Florida,St. Lucie County,1
12113,Florida,Santa Rosa County,1
12115,Florida,Sarasota County,1
12117,Florida,Seminole County,0.166666666666667
12119,Florida,Sumter County,1
12121,Florida,Suwannee County,1
12123,Florida,Taylor County,1
12125,Florida,Union County,1
12127,Florida,Volusia County,1
12129,Florida,Wakulla County,1
12131,Florida,Walton County,1
12133,Florida,Washington County,1
13001,Georgia,Appling County,1
13003,Georgia,Atkinson County,1
13005,Georgia,Bacon County,1
13007,Georgia,Baker County,1
13009,Georgia,Baldwin County,1
13011,Georgia,Banks County,1
13013,Georgia,Barrow County,1
13015,Georgia,Bartow County,1
13017,Georgia,Ben Hill County,1
13019,Georgia,Berrien County,1
13021,Georgia,Bibb County,1
13023,Georgia,Bleckley County,1
13025,Georgia,Brantley County,1
13027,Georgia,Brooks County,1
13029,Georgia,Bryan County,1
13031,Georgia,Bulloch County,1
13033,Georgia,Burke County,1
13035,Georgia,Butts County,1
13037,Georgia,Calhoun County,1
13039,Georgia,Camden County,1
13043,Georgia,Candler County,1
13045,Georgia,Carroll County,1
13047,Georgia,Catoosa County,1
13049,Georgia,Charlton County,1
13051,Georgia,Chatham County,1
13053,Georgia,Chattahoochee County,1
13055,Georgia,Chattooga County,1
13057,Georgia,Cherokee County,1
13059,Georgia,Clarke County,1
13061,Georgia,Clay County,1
