id,state,county,rate
05149,Arkansas,Yell County,2
06001,California,Alameda County,14
06003,California,Alpine County,2
06005,California,Amador County,2
06007,California,Butte County,2
06009,California,Calaveras County,2
06011,California,Colusa County,2
06013,California,Contra Costa County,2
06015,California,Del Norte County,2
06017,California,El Dorado County,2
06019,California,Fresno County,2
06021,California,Glenn County,2
06023,California,Humboldt County,2
06025,California,Imperial County,2
06027,California,Inyo County,2
06029,California,Kern County,2
06031,California,Kings County,2
06033,California,Lake County,2
06035,California,Lassen County,2
06037,California,Los Angeles County,11
06039,California,Madera County,2
06041,California,Marin County,2
06043,California,Mariposa County,2
06045,California,Mendocino County,2
06047,California,Merced County,2
06049,California,Modoc County,2
06051,California,Mono County,2
06053,California,Monterey County,2
06055,California,Napa County,2
06057,California,Nevada County,2
06059,California,Orange County,5
06061,California,Placer County,2
06063,California,Plumas County,2
06065,California,Riverside County,2
06067,California,Sacramento County,2
06069,California,San Benito County,2
06071,California,San Bernardino County,2
06073,California,San Diego County,5
06075,California,San Francisco County,2
06077,California,San Joaquin County,2
06079,California,San Luis Obispo County,2
06081,California,San Mateo County,3
06083,California,Santa Barbara County,4
06085,California,Santa Clara County,16
06087,California,Santa Cruz County,2
06089,California,Shasta County,2
06091,California,Sierra County,2
06093,California,Siskiyou County,2
06095,California,Solano County,2
06097,California,Sonoma County,2
06099,California,Stanislaus County,2
06101,California,Sutter County,2
06103,California,Tehama County,2
06105,California,Trinity County,2
06107,California,Tulare County,2
06109,California,Tuolumne County,2
06111,California,Ventura County,2
06113,California,Yolo County,2
06115,California,Yuba County,2
08001,Colorado,Adams County,2
08003,Colorado,Alamosa County,2
08005,Colorado,Arapahoe County,2
08007,Colorado,Archuleta County,2
08009,Colorado,Baca County,2
08011,Colorado,Bent County,2
08013,Colorado,Boulder County,4
08014,Colorado,Broomfield County,2
08015,Colorado,Chaffee County,2
08017,Colorado,Cheyenne County,2
08019,Colorado,Clear Creek County,2
08021,Colorado,Conejos County,2
08023,Colorado,Costilla County,2
08025,Colorado,Crowley County,2
08027,Colorado,Custer County,2
08029,Colorado,Delta County,2
08031,Colorado,Denver County,2
08033,Colorado,Dolores County,2
08035,Colorado,Douglas County,2
08037,Colorado,Eagle County,2
08039,Colorado,Elbert County,2
08041,Colorado,El Paso County,2
08043,Colorado,Fremont County,2
08045,Colorado,Garfield County,2
08047,Colorado,Gilpin County,2
08049,Colorado,Grand County,2
08051,Colorado,Gunnison County,2
08053,Colorado,Hinsdale County,2
08055,Colorado,Huerfano County,2
08057,Colorado,Jackson County,2
08059,Colorado,Jefferson County,2
08061,Colorado,Kiowa County,2
08063,Colorado,Kit Carson County,2
08065,Colorado,Lake County,2
08067,Colorado,La Plata County,2
08069,Colorado,Larimer County,2
08071,Colorado,Las Animas County,2
08073,Colorado,Lincoln County,2
08075,Colorado,Logan County,2
08077,Colorado,Mesa County,2
08079,Colorado,Mineral County,2
08081,Colorado,Moffat County,2
08083,Colorado,Montezuma County,2
08085,Colorado,Montrose County,2
08087,Colorado,Morgan County,2
08089,Colorado,Otero County,2
08091,Colorado,Ouray County,2
08093,Colorado,Park County,2
08095,Colorado,Phillips County,2
08097,Colorado,Pitkin County,2
08099,Colorado,Prowers County,2
08101,Colorado,Pueblo County,2
08103,Colorado,Rio Blanco County,2
08105,Colorado,Rio Grande County,2
08107,Colorado,Routt County,2
08109,Colorado,Saguache County,2
08111,Colorado,San Juan County,2
08113,Colorado,San Miguel County,2
08115,Colorado,Sedgwick County,2
08117,Colorado,Summit County,2
08119,Colorado,Teller County,2
08121,Colorado,Washington County,2
08123,Colorado,Weld County,2
08125,Colorado,Yuma County,2
09001,Connecticut,Fairfield County,2
09003,Connecticut,Hartford County,2
09005,Connecticut,Litchfield County,2
09007,Connecticut,Middlesex County,14
09009,Connecticut,New Haven County,2
09011,Connecticut,New London County,2
09013,Connecticut,Tolland County,2
09015,Connecticut,Windham County,2
10001,Delaware,Kent County,2
10003,Delaware,New Castle County,3
10005,Delaware,Sussex County,2
11001,District of Columbia,District of Columbia,15
12001,Florida,Alachua County,3
12003,Florida,Baker County,2
12005,Florida,Bay County,2
12007,Florida,Bradford County,2
12009,Florida,Brevard County,2
12011,Florida,Broward County,2
12013,Florida,Calhoun County,2
12015,Florida,Charlotte County,2
12017,Florida,Citrus County,2
12019,Florida,Clay County,2
12021,Florida,Collier County,2
12023,Florida,Columbia County,2
12027,Florida,DeSoto County,2
12029,Florida,Dixie County,2
12031,Florida,Duval County,2
12033,Florida,Escambia County,2
12035,Florida,Flagler County,2
12037,Florida,Franklin County,2
12039,Florida,Gadsden County,2
12041,Florida,Gilchrist County,2
12043,Florida,Glades County,2
12045,Florida,Gulf County,2
12047,Florida,Hamilton County,4
12049,Florida,Hardee County,2
12051,Florida,Hendry County,2
12053,Florida,Hernando County,2
12055,Florida,Highlands County,2
12057,Florida,Hillsborough County,2
12059,Florida,Holmes County,2
12061,Florida,Indian River County,2
12063,Florida,Jackson County,2
12065,Florida,Jefferson County,2
12067,Florida,Lafayette County,2
12069,Florida,Lake County,2
12071,Florida,Lee County,2
12073,Florida,Leon County,2
12075,Florida,Levy County,2
12077,Florida,Liberty County,2
12079,Florida,Madison County,2
12081,Florida,Manatee County,2
12083,Florida,Marion County,2
12085,Florida,Martin County,2
12086,Florida,Miami-Dade County,2
12087,Florida,Monroe County,2
12089,Florida,Nassau County,2
12091,Florida,Okaloosa County,2
12093,Florida,Okeechobee County,2
12095,Florida,Orange County,2
12097,Florida,Osceola County,2
12099,Florida,Palm Beach County,2
12101,Florida,Pasco County,2
12103,Florida,Pinellas County,2
12105,Florida,Polk County,2
12107,Florida,Putnam County,2
12109,Florida,St. Johns County,2
12111,Florida,St. Lucie County,2
12113,Florida,Santa Rosa County,2
12115,Florida,Sarasota County,2
12117,Florida,Seminole County,2
12119,Florida,Sumter County,2
12121,Florida,Suwannee County,2
12123,Florida,Taylor County,2
12125,Florida,Union County,2
12127,Florida,Volusia County,2
12129,Florida,Wakulla County,2
12131,Florida,Walton County,2
12133,Florida,Washington County,2
13001,Georgia,Appling County,2
13003,Georgia,Atkinson County,2
13005,Georgia,Bacon County,2
13007,Georgia,Baker County,2
13009,Georgia,Baldwin County,2
13011,Georgia,Banks County,2
13013,Georgia,Barrow County,2
13015,Georgia,Bartow County,2
13017,Georgia,Ben Hill County,2
13019,Georgia,Berrien County,2
13021,Georgia,Bibb County,2
13023,Georgia,Bleckley County,2
13025,Georgia,Brantley County,2
13027,Georgia,Brooks County,2
13029,Georgia,Bryan County,2
13031,Georgia,Bulloch County,2
13033,Georgia,Burke County,2
13035,Georgia,Butts County,2
13037,Georgia,Calhoun County,2
13039,Georgia,Camden County,2
13043,Georgia,Candler County,2
13045,Georgia,Carroll County,2
13047,Georgia,Catoosa County,2
13049,Georgia,Charlton County,2
13051,Georgia,Chatham County,2
13053,Georgia,Chattahoochee County,2
13055,Georgia,Chattooga County,2
13057,Georgia,Cherokee County,2
13059,Georgia,Clarke County,2
13061,Georgia,Clay County,2
13063,Georgia,Clayton County,2
13065,Georgia,Clinch County,2
13067,Georgia,Cobb County,3
13069,Georgia,Coffee County,2
13071,Georgia,Colquitt County,2
13073,Georgia,Columbia County,2
13075,Georgia,Cook County,6
13077,Georgia,Coweta County,2
13079,Georgia,Crawford County,2
13081,Georgia,Crisp County,2
13083,Georgia,Dade County,2
13085,Georgia,Dawson County,2
13087,Georgia,Decatur County,2
13089,Georgia,DeKalb County,2
13091,Georgia,Dodge County,2
13093,Georgia,Dooly County,2
13095,Georgia,Dougherty County,2
13097,Georgia,Douglas County,2
13099,Georgia,Early County,2
13101,Georgia,Echols County,2
13103,Georgia,Effingham County,2
13105,Georgia,Elbert County,2
13107,Georgia,Emanuel County,2
13109,Georgia,Evans County,2
13111,Georgia,Fannin County,2
13113,Georgia,Fayette County,2
13115,Georgia,Floyd County,2
13117,Georgia,Forsyth County,2
13119,Georgia,Franklin County,2
13121,Georgia,Fulton County,2
13123,Georgia,Gilmer County,2
13125,Georgia,Glascock County,2
13127,Georgia,Glynn County,2
13129,Georgia,Gordon County,2
13131,Georgia,Grady County,2
13133,Georgia,Greene County,2
13135,Georgia,Gwinnett County,2
13137,Georgia,Habersham County,2
13139,Georgia,Hall County,2
13141,Georgia,Hancock County,2
13143,Georgia,Haralson County,2
13145,Georgia,Harris County,7
13147,Georgia,Hart County,2
13149,Georgia,Heard County,2
13151,Georgia,Henry County,2
13153,Georgia,Houston County,2
13155,Georgia,Irwin County,2
13157,Georgia,Jackson County,2
13159,Georgia,Jasper County,2
13161,Georgia,Jeff Davis County,2
13163,Georgia,Jefferson County,2
13165,Georgia,Jenkins County,2
13167,Georgia,Johnson County,2
13169,Georgia,Jones County,2
13171,Georgia,Lamar County,2
13173,Georgia,Lanier County,2
13175,Georgia,Laurens County,2
13177,Georgia,Lee County,2
13179,Georgia,Liberty County,2
13181,Georgia,Lincoln County,2
13183,Georgia,Long County,2
13185,Georgia,Lowndes County,2
13187,Georgia,Lumpkin County,2
13189,Georgia,McDuffie County,2
13191,Georgia,McIntosh County,2
13193,Georgia,Macon County,2
13195,Georgia,Madison County,2
13197,Georgia,Marion County,2
13199,Georgia,Meriwether County,2
13201,Georgia,Miller County,2
13205,Georgia,Mitchell County,2
13207,Georgia,Monroe County,2
13209,Georgia,Montgomery County,2
13211,Georgia,Morgan County,2
13213,Georgia,Murray County,2
13215,Georgia,Muscogee County,2
13217,Georgia,Newton County,2
13219,Georgia,Oconee County,2
13221,Georgia,Oglethorpe County,2
13223,Georgia,Paulding County,2
13225,Georgia,Peach County,2
13227,Georgia,Pickens County,2
13229,Georgia,Pierce County,2
13231,Georgia,Pike County,2
13233,Georgia,Polk County,2
13235,Georgia,Pulaski County,2
13237,Georgia,Putnam County,2
13239,Georgia,Quitman County,2
13241,Georgia,Rabun County,2
13243,Georgia,Randolph County,2
13245,Georgia,Richmond County,2
13247,Georgia,Rockdale County,2
13249,Georgia,Schley County,2
13251,Georgia,Screven County,2
13253,Georgia,Seminole County,2
13255,Georgia,Spalding County,2
13257,Georgia,Stephens County,2
13259,Georgia,Stewart County,2
13261,Georgia,Sumter County,2
13263,Georgia,Talbot County,2
13265,Georgia,Taliaferro County,2
13267,Georgia,Tattnall County,2
13269,Georgia,Taylor County,2
13271,Georgia,Telfair County,2
13273,Georgia,Terrell County,2
13275,Georgia,Thomas County,2
13277,Georgia,Tift County,2
13279,Georgia,Toombs County,2
13281,Georgia,Towns County,2
13283,Georgia,Treutlen County,2
13285,Georgia,Troup County,2
13287,Georgia,Turner County,2
13289,Georgia,Twiggs County,2
13291,Georgia,Union County,2
13293,Georgia,Upson County,2
13295,Georgia,Walker County,2
13297,Georgia,Walton County,2
13299,Georgia,Ware County,2
13301,Georgia,Warren County,2
13303,Georgia,Washington County,2
13305,Georgia,Wayne County,2
13307,Georgia,Webster County,2
13309,Georgia,Wheeler County,2
13311,Georgia,White County,2
13313,Georgia,Whitfield County,2
13315,Georgia,Wilcox County,2
13317,Georgia,Wilkes County,2
13319,Georgia,Wilkinson County,2
13321,Georgia,Worth County,2
15001,Hawaii,Hawaii County,2
15003,Hawaii,Honolulu County,2
15007,Hawaii,Kauai County,2
15009,Hawaii,Maui County,2
16001,Idaho,Ada County,2
16003,Idaho,Adams County,2
16005,Idaho,Bannock County,2
16007,Idaho,Bear Lake County,2
16009,Idaho,Benewah County,2
16011,Idaho,Bingham County,2
16013,Idaho,Blaine County,2
16015,Idaho,Boise County,2
16017,Idaho,Bonner County,2
16019,Idaho,Bonneville County,2
16021,Idaho,Boundary County,2
16023,Idaho,Butte County,2
16025,Idaho,Camas County,2
16027,Idaho,Canyon County,2
16029,Idaho,Caribou County,2
16031,Idaho,Cassia County,2
16033,Idaho,Clark County,2
16035,Idaho,Clearwater County,2
16037,Idaho,Custer County,2
16039,Idaho,Elmore County,2
16041,Idaho,Franklin County,2
16043,Idaho,Fremont County,2
16045,Idaho,Gem County,2
16047,Idaho,Gooding County,2
16049,Idaho,Idaho County,2
16051,Idaho,Jefferson County,2
16053,Idaho,Jerome County,2
16055,Idaho,Kootenai County,2
16057,Idaho,Latah County,2
16059,Idaho,Lemhi County,2
16061,Idaho,Lewis County,2
16063,Idaho,Lincoln County,2
16065,Idaho,Madison County,2
16067,Idaho,Minidoka County,2
16069,Idaho,Nez Perce County,2
16071,Idaho,Oneida County,2
16073,Idaho,Owyhee County,2
16075,Idaho,Payette County,2
16077,Idaho,Power County,2
16079,Idaho,Shoshone County,2
16081,Idaho,Teton County,2
16083,Idaho,Twin Falls County,2
16085,Idaho,Valley County,2
16087,Idaho,Washington County,2
17001,Illinois,Adams County,2
17003,Illinois,Alexander County,2
17005,Illinois,Bond County,2
17007,Illinois,Boone County,2
17009,Illinois,Brown County,2
17011,Illinois,Bureau County,2
17013,Illinois,Calhoun County,2
17015,Illinois,Carroll County,2
17017,Illinois,Cass County,2
17019,Illinois,Champaign County,3
17021,Illinois,Christian County,2
17023,Illinois,Clark County,2
17025,Illinois,Clay County,2
17027,Illinois,Clinton County,2
17029,Illinois,Coles County,2
17031,Illinois,Cook County,2
17033,Illinois,Crawford County,2
17035,Illinois,Cumberland County,2
17037,Illinois,DeKalb County,2
17039,Illinois,De Witt County,2
17041,Illinois,Douglas County,2
17043,Illinois,DuPage County,10
17045,Illinois,Edgar County,2
17047,Illinois,Edwards County,2
17049,Illinois,Effingham County,2
17051,Illinois,Fayette County,2
17053,Illinois,Ford County,2
17055,Illinois,Franklin County,2
17057,Illinois,Fulton County,2
17059,Illinois,Gallatin County,2
17061,Illinois,Greene County,2
17063,Illinois,Grundy County,2
17065,Illinois,Hamilton County,2
17067,Illinois,Hancock County,2
17069,Illinois,Hardin County,2
17071,Illinois,Henderson County,2
17073,Illinois,Henry County,2
17075,Illinois,Iroquois County,2
17077,Illinois,Jackson County,2
17079,Illinois,Jasper County,2
17081,Illinois,Jefferson County,2
17083,Illinois,Jersey County,2
17085,Illinois,Jo Daviess County,2
17087,Illinois,Johnson County,2
17089,Illinois,Kane County,2
17091,Illinois,Kankakee County,2
17093,Illinois,Kendall County,2
17095,Illinois,Knox County,5
17097,Illinois,Lake County,2
17099,Illinois,LaSalle County,2
17101,Illinois,Lawrence County,2
17103,Illinois,Lee County,2
17105,Illinois,Livingston County,2
17107,Illinois,Logan County,2
17109,Illinois,McDonough County,2
17111,Illinois,McHenry County,2
17113,Illinois,McLean County,2
17115,Illinois,Macon County,2
17117,Illinois,Macoupin County,2
17119,Illinois,Madison County,2
17121,Illinois,Marion County,2
17123,Illinois,Marshall County,2
17125,Illinois,Mason County,2
17127,Illinois,Massac County,2
17129,Illinois,Menard County,2
17131,Illinois,Mercer County,3
17133,Illinois,Monroe County,2
17135,Illinois,Montgomery County,2
17137,Illinois,Morgan County,2
17139,Illinois,Moultrie County,2
17141,Illinois,Ogle County,2
17143,Illinois,Peoria County,2
17145,Illinois,Perry County,2
17147,Illinois,Piatt County,2
17149,Illinois,Pike County,2
17151,Illinois,Pope County,2
17153,Illinois,Pulaski County,2
17155,Illinois,Putnam County,2
17157,Illinois,Randolph County,2
17159,Illinois,Richland County,2
17161,Illinois,Rock Island County,2
17163,Illinois,St. Clair County,2
17165,Illinois,Saline County,2
17167,Illinois,Sangamon County,2
17169,Illinois,Schuyler County,2
17171,Illinois,Scott County,2
17173,Illinois,Shelby County,2
17175,Illinois,Stark County,2
17177,Illinois,Stephenson County,2
17179,Illinois,Tazewell County,2
17181,Illinois,Union County,2
17183,Illinois,Vermilion County,2
17185,Illinois,Wabash County,2
17187,Illinois,Warren County,2
17189,Illinois,Washington County,2
17191,Illinois,Wayne County,2
17193,Illinois,White County,2
17195,Illinois,Whiteside County,2
17197,Illinois,Will County,2
17199,Illinois,Williamson County,2
17201,Illinois,Winnebago County,2
17203,Illinois,Woodford County,2
18001,Indiana,Adams County,2
18003,Indiana,Allen County,2
18005,Indiana,Bartholomew County,2
18007,Indiana,Benton County,2
18009,Indiana,Blackford County,2
18011,Indiana,Boone County,2
18013,Indiana,Brown County,2
18015,Indiana,Carroll County,2
18017,Indiana,Cass County,2
18019,Indiana,Clark County,2
18021,Indiana,Clay County,2
18023,Indiana,Clinton County,2
18025,Indiana,Crawford County,2
18027,Indiana,Daviess County,2
18029,Indiana,Dearborn County,2
18031,Indiana,Decatur County,2
18033,Indiana,DeKalb County,2
18035,Indiana,Delaware County,5
18037,Indiana,Dubois County,2
18039,Indiana,Elkhart County,2
18041,Indiana,Fayette County,2
18043,Indiana,Floyd County,2
18045,Indiana,Fountain County,2
18047,Indiana,Franklin County,2
18049,Indiana,Fulton County,2
18051,Indiana,Gibson County,2
18053,Indiana,Grant County,2
18055,Indiana,Greene County,2
18057,Indiana,Hamilton County,2
18059,Indiana,Hancock County,2
18061,Indiana,Harrison County,2
18063,Indiana,Hendricks County,2
18065,Indiana,Henry County,2
18067,Indiana,Howard County,2
18069,Indiana,Huntington County,2
18071,Indiana,Jackson County,2
18073,Indiana,Jasper County,2
18075,Indiana,Jay County,2
18077,Indiana,Jefferson County,2
18079,Indiana,Jennings County,2
18081,Indiana,Johnson County,2
18083,Indiana,Knox County,2
18085,Indiana,Kosciusko County,2
18087,Indiana,LaGrange County,2
18089,Indiana,Lake County,2
18091,Indiana,LaPorte County,2
18093,Indiana,Lawrence County,2
18095,Indiana,Madison County,2
18097,Indiana,Marion County,2
18099,Indiana,Marshall County,2
18101,Indiana,Martin County,2
18103,Indiana,Miami County,2
18105,Indiana,Monroe County,2
18107,Indiana,Montgomery County,2
18109,Indiana,Morgan County,2
18111,Indiana,Newton County,2
18113,Indiana,Noble County,2
18115,Indiana,Ohio County,2
18117,Indiana,Orange County,2
18119,Indiana,Owen County,2
18121,Indiana,Parke County,2
18123,Indiana,Perry County,2
18125,Indiana,Pike County,2
18127,Indiana,Porter County,2
18129,Indiana,Posey County,2
18131,Indiana,Pulaski County,2
18133,Indiana,Putnam County,2
18135,Indiana,Randolph County,2
18137,Indiana,Ripley County,2
18139,Indiana,Rush County,2
18141,Indiana,St. Joseph County,2
18143,Indiana,Scott County,2
18145,Indiana,Shelby County,2
18147,Indiana,Spencer County,2
18149,Indiana,Starke County,2
18151,Indiana,Steuben County,2
18153,Indiana,Sullivan County,2
18155,Indiana,Switzerland County,2
18157,Indiana,Tippecanoe County,2
18159,Indiana,Tipton County,2
18161,Indiana,Union County,2
18163,Indiana,Vanderburgh County,2
18165,Indiana,Vermillion County,2
18167,Indiana,Vigo County,2
18169,Indiana,Wabash County,2
18171,Indiana,Warren County,2
18173,Indiana,Warrick County,2
18175,Indiana,Washington County,2
18177,Indiana,Wayne County,2
18179,Indiana,Wells County,2
18181,Indiana,White County,2
18183,Indiana,Whitley County,2
19001,Iowa,Adair County,2
19003,Iowa,Adams County,2
19005,Iowa,Allamakee County,2
19007,Iowa,Appanoose County,2
19009,Iowa,Audubon County,2
19011,Iowa,Benton County,2
19013,Iowa,Black Hawk County,2
19015,Iowa,Boone County,2
19017,Iowa,Bremer County,2
19019,Iowa,Buchanan County,2
19021,Iowa,Buena Vista County,2
19023,Iowa,Butler County,2
19025,Iowa,Calhoun County,2
19027,Iowa,Carroll County,2
19029,Iowa,Cass County,2
19031,Iowa,Cedar County,2
19033,Iowa,Cerro Gordo County,2
19035,Iowa,Cherokee County,2
19037,Iowa,Chickasaw County,2
19039,Iowa,Clarke County,2
19041,Iowa,Clay County,2
19043,Iowa,Clayton County,2
19045,Iowa,Clinton County,2
19047,Iowa,Crawford County,2
19049,Iowa,Dallas County,2
19051,Iowa,Davis County,2
19053,Iowa,Decatur County,2
19055,Iowa,Delaware County,2
19057,Iowa,Des Moines County,2
19059,Iowa,Dickinson County,2
19061,Iowa,Dubuque County,2
19063,Iowa,Emmet County,2
19065,Iowa,Fayette County,2
19067,Iowa,Floyd County,2
19069,Iowa,Franklin County,2
19071,Iowa,Fremont County,2
19073,Iowa,Greene County,2
19075,Iowa,Grundy County,2
19077,Iowa,Guthrie County,2
19079,Iowa,Hamilton County,2
19081,Iowa,Hancock County,2
19083,Iowa,Hardin County,2
19085,Iowa,Harrison County,2
19087,Iowa,Henry County,2
19089,Iowa,Howard County,2
19091,Iowa,Humboldt County,2
19093,Iowa,Ida County,2
19095,Iowa,Iowa County,2
19097,Iowa,Jackson County,2
19099,Iowa,Jasper County,2
19101,Iowa,Jefferson County,2
19103,Iowa,Johnson County,2
19105,Iowa,Jones County,2
19107,Iowa,Keokuk County,2
19109,Iowa,Kossuth County,2
19111,Iowa,Lee County,2
19113,Iowa,Linn County,2
19115,Iowa,Louisa County,2
19117,Iowa,Lucas County,2
19119,Iowa,Lyon County,2
19121,Iowa,Madison County,2
19123,Iowa,Mahaska County,2
19125,Iowa,Marion County,2
19127,Iowa,Marshall County,2
19129,Iowa,Mills County,2
19131,Iowa,Mitchell County,2
19133,Iowa,Monona County,2
19135,Iowa,Monroe County,2
19137,Iowa,Montgomery County,2
19139,Iowa,Muscatine County,2
19141,Iowa,O'Brien County,2
19143,Iowa,Osceola County,2
19145,Iowa,Page County,2
19147,Iowa,Palo Alto County,2
19149,Iowa,Plymouth County,2
19151,Iowa,Pocahontas County,2
19153,Iowa,Polk County,2
19155,Iowa,Pottawattamie County,2
19157,Iowa,Poweshiek County,2
19159,Iowa,Ringgold County,2
19161,Iowa,Sac County,2
19163,Iowa,Scott County,2
19165,Iowa,Shelby County,2
