id,state,county,rate
34019,New Jersey,Hunterdon County,0
17197,Illinois,Will County,0
23031,Maine,York County,0
16019,Idaho,Bonneville County,0
48121,Texas,Denton County,0
08035,Colorado,Douglas County,0
22033,Louisiana,East Baton Rouge Parish,0
12057,Florida,Hillsborough County,0
01089,Alabama,Madison County,0
34025,New Jersey,Monmouth County,0
12086,Florida,Miami-Dade County,0
01107,Alabama,Pickens County,0
44007,Rhode Island,Providence County,0
06065,California,Riverside County,0
09013,Connecticut,Tolland County,0
01125,Alabama,Tuscaloosa County,0
51003,Virginia,Albemarle County,0
48029,Texas,Bexar County,0
41005,Oregon,Clackamas County,0
48091,Texas,Comal County,0
06013,California,Contra Costa County,0
08041,Colorado,El Paso County,0
26099,Michigan,Macomb County,0
49035,Utah,Salt Lake County,0
18141,Indiana,St. Joseph County,0
17175,Illinois,Stark County,0
45003,South Carolina,Aiken County,0
01027,Alabama,Clay County,0
01071,Alabama,Jackson County,0
22051,Louisiana,Jefferson Parish,0
20119,Kansas,Meade County,0
41051,Oregon,Multnomah County,0
26125,Michigan,Oakland County,0
22071,Louisiana,Orleans Parish,0
27113,Minnesota,Pennington County,0
29165,Missouri,Platte County,0
23025,Maine,Somerset County,0
13301,Georgia,Warren County,0
04005,Arizona,Coconino County,0
51095,Virginia,James City County,0
01117,Alabama,Shelby County,0
12005,Florida,Bay County,0
09001,Connecticut,Fairfield County,0
45083,South Carolina,Spartanburg County,0
06111,California,Ventura County,0
32031,Nevada,Washoe County,0
34001,New Jersey,Atlantic County,0
48039,Texas,Brazoria County,0
05019,Arkansas,Clark County,0
05025,Arkansas,Cleveland County,0
15003,Hawaii,Honolulu County,0
05071,Arkansas,Johnson County,0
55079,Wisconsin,Milwaukee County,0
20127,Kansas,Morris County,0
51153,Virginia,Prince William County,0
06067,California,Sacramento County,0
49049,Utah,Utah County,0
08123,Colorado,Weld County,0
40037,Oklahoma,Creek County,0
36027,New York,Dutchess County,0
34015,New Jersey,Gloucester County,0
13135,Georgia,Gwinnett County,0
06029,California,Kern County,0
20101,Kansas,Lane County,0
01081,Alabama,Lee County,0
45063,South Carolina,Lexington County,0
48303,Texas,Lubbock County,0
40109,Oklahoma,Oklahoma County,0
20139,Kansas,Osage County,0
17159,Illinois,Richland County,0
33017,New Hampshire,Strafford County,0
40143,Oklahoma,Tulsa County,0
13305,Georgia,Wayne County,0
39173,Ohio,Wood County,0
16001,Idaho,Ada County,0
36007,New York,Broome County,0
01013,Alabama,Butler County,0
21037,Kentucky,Campbell County,0
17017,Illinois,Cass County,0
42029,Pennsylvania,Chester County,0
50007,Vermont,Chittenden County,0
28035,Mississippi,Forrest County,0
45045,South Carolina,Greenville County,0
37081,North Carolina,Guilford County,0
09003,Connecticut,Hartford County,0
34017,New Jersey,Hudson County,0
06047,California,Merced County,0
12089,Florida,Nassau County,0
09011,Connecticut,New London County,0
16071,Idaho,Oneida County,0
17143,Illinois,Peoria County,0
12103,Florida,Pinellas County,0
19149,Iowa,Plymouth County,0
39133,Ohio,Portage County,0
05119,Arkansas,Pulaski County,0
37161,North Carolina,Rutherford County,0
31153,Nebraska,Sarpy County,0
08115,Colorado,Sedgwick County,0
12117,Florida,Seminole County,0
27137,Minnesota,St. Louis County,0
17179,Illinois,Tazewell County,0
18167,Indiana,Vigo County,0
04025,Arizona,Yavapai County,0
25001,Massachusetts,Barnstable County,0
45015,South Carolina,Berkeley County,0
51023,Virginia,Botetourt County,0
24015,Maryland,Cecil County,0
45019,South Carolina,Charleston County,0
17035,Illinois,Cumberland County,0
42043,Pennsylvania,Dauphin County,0
35013,New Mexico,Dona Ana County,0
24019,Maryland,Dorchester County,0
26045,Michigan,Eaton County,0
55035,Wisconsin,Eau Claire County,0
48135,Texas,Ector County,0
48167,Texas,Galveston County,0
35023,New Mexico,Hidalgo County,0
26065,Michigan,Ingham County,0
39093,Ohio,Lorain County,0
39099,Ohio,Mahoning County,0
30063,Montana,Missoula County,0
06053,California,Monterey County,0
12091,Florida,Okaloosa County,0
20143,Kansas,Ottawa County,0
12099,Florida,Palm Beach County,0
06061,California,Placer County,0
51161,Virginia,Roanoke County,0
36087,New York,Rockland County,0
06071,California,San Bernardino County,0
06079,California,San Luis Obispo County,0
17167,Illinois,Sangamon County,0
36091,New York,Saratoga County,0
20183,Kansas,Smith County,0
06095,California,Solano County,0
06097,California,Sonoma County,0
53063,Washington,Spokane County,0
51177,Virginia,Spotsylvania County,0
01115,Alabama,St. Clair County,0
18163,Indiana,Vanderburgh County,0
55133,Wisconsin,Waukesha County,0
